date,review
il y a 4 ans,"Des jeux numériques au second étage avec une vue sur le port, c était propre sauf les toilettes."
il y a 11 mois,"La dame maguema, a été aimable , gentil , souriante . Bonne ambiance"
il y a un an,"Commande passée par deliveroo.
2 menu whooper commandés.
A la réception, juste un seul hamburger. …"
il y a 8 mois,"Très bien accueilli par Rachel , service au top"
il y a un an,"Très bon accueil et surtout de la responsable d’accueil  maguema
En tant que journaliste correspondant de la chaîne égyptiennes en France c’est de la chaîne مراسلين eXTra فالخارج News j’ai vu que cette Mademoiselle Etait très bien son travail est vraiment chapeau bravo et bon continuation"
il y a 11 mois,Service exceptionnel de la part de Maguema! Merci pour ce sourire et cette gentillesse
il y a 11 mois,"Superbe accueil de la part de Maguema qui nous a installé et servi.
Super King"
il y a 9 mois,"Merci a Rachelle d'avoir été là pour nous
Toujours une aussi bonne ambiance !"
il y a 10 mois,Service rapide anissia et djebril sont très accueillants. Le beau Julien est très accueillant
il y a 6 mois,Super ambiance avec Maguema 😁👌👏 …
il y a 8 mois,Je remercie Tata MAG du Burger king vieux port pour l'accueil et même le service
il y a un an,"la fille qui m'a servi, Maguema, es tre gentil et sympathique! Tout super!"
il y a 6 mois,Meilleur bk de Marseille Tâta Mag :)
il y a 5 ans,"Je n'ai eu aucun problème particulier dans ce fast food, le personnel est sympa, même face à une longue file d'attente. Après je ne suis pas un adepte.. Mais pour les personnes handicapées qui voudraient aller à l'étage, pour profiter de la …"
il y a 6 mois,Tata maguema elle regale la meilleur😍😍😍😍🤭🤭🤭 …
il y a un an,Merci à Maguema qui nous a bien accueilli avec le sourire. Je conseille fortement
il y a un an,Accueille chaleureux très bien tata mag très gentil c’est là meilleur
il y a 2 ans,Je trouve vraiment inadmissible d'arriver dans un ERP où le bonjour n'est pas automatique!!!!! Et de plus lorsqu'on demande les sauces (qui n'avaient pas été données) la serveuse en donne une seule avec un air exaspéré. Où est donc la sympathie marseillaise dans ce fast-food ???
il y a 10 mois,Super restaurant Tata Mag très aimable rien à dire on reviendras
il y a 4 mois,C’est bien
il y a un mois,Tata Mag la meilleure
il y a 10 mois,Tres bon service acceuil très chaleureux de la part de djebril et anissia
il y a 10 mois,C’est passé très bien et mme Rachel est très gentil et super 😉♥️ …
il y a 4 ans,"Habitué au Burger King dans le Var, celui du Vieux-Port fut une sacrée expérience...
Hôtesse de caisse malpoli voir désagréable, le sandwich était à peine chaud, le …"
il y a 10 mois,Tata Mag super service au top merci pour tout super agreable donne lz joir de vivre
il y a 2 ans,"On a commandé ce soir dans la commande il manquait les frites, mon fils a commandé des frites avec bacon et cheddar le bacon était brûlé et pas de cheddar c est honteux quand on est pas capable  d embaucher des gens competant  mais que fait …"
il y a 11 mois,Je préfère largement venir ici . J’ai mes petites habitudes . Mon rendez-vous quotidien.👍👍 …
il y a 9 mois,Quand nous y avons mangé il y avait du vent. Ma conjointe et moi avons fait en sorte que rien ne s'envole pour que ça ne finisse pas à la mer au vu de la proximité de cette dernière. Sauf que la plupart des gens n'en ont rien à faire. Les …
il y a un an,"Très bon restaurant, le personnel et le services est très bien. C’est rapide. Merci à maguema et l’équipe"
il y a 5 ans,Nul frite soit disant maxi et pourtant à peine quelques frites dans le sachet en plus froides ! J étais obligé demandé un autre et c'est pire encore ! Ça fait 2 fois que j était dans votre enseigne mais je trouve nul donc il faut une charte de qualité pour satisfaire les clients quand même ! Pas à très bientôt de ma part !
il y a un an,Ça c est bien passé
il y a 4 mois,Accueil et service de haute qualité
il y a un an,Bien mangé et accueil chaleureux et service rapide et chaud ❤️❤️ Merci à tata Mag 😘 …
il y a 7 mois,"Merci à l’hôtesse Rachel pour son accueil, très souriante."
il y a un an,"Accueil au top, personnel au service des clients très sympa surtout la serveuse qui a toujours un petit mot sympa pour les touristes. Toilettes pas très propres."
il y a un an,"Ce restaurant Borger King de la chaîne de restaurants en restauration rapide Borger King est un restaurant correct, situé quai des Belges, en face de et sur le Vieux Port de Marseille. …"
il y a un an,Mon amie et moi avons été très bien accueillis. Les lieux sont très propres. Et la nourriture très satisfaisante.
il y a 8 mois,"c’est grave bon et bon service, je recommande ! (Rachel)"
il y a 2 ans,"Pour un fastfood vraiment super 👍tt le monde est à notre service, le personnel est au petit soin. Sourire et jovialité est à l'ordre du jour. Bravo. Continuez comme ça et vous allez encore gagner de fidèles clients. …"
il y a un an,Bon service :) équipières très sympathique. Merci pour l'accueil Tata Mag ❤️❤️❤️
il y a 7 mois,Bonne expérience personnel sympathique et accueillant
il y a 7 mois,Super service Rachel a été très gentille et serviable !!! :)
il y a 9 mois,Mag a été super sympa je reviendrai juste pour la voir
il y a un an,Belle expérience à l instant.  Chef d équipe très commerçant. Le personnel est à l écoute et souriant.
il y a 10 mois,"Super accueil, personnel très agréable, merci Rachel !"
il y a 9 mois,"Tata Mag est très accueillante et gentille, vraiment super accueil ! 👍🏻👍🏻 …"
il y a un an,"Bon, mais la veille laisse à désirer Sylvie n’est pas très agréable…"
il y a un an,Que dire… Entre les frites dans les escaliers les toilettes qui sentent les égouts et leur wifi qui bug je ne sais même pas par quoi commencer. Je mange et retrouve des cheveux dans mon Burger est ce que vous connaissez les charlottes ? …
il y a 4 ans,"Habituelle cliente de ce burger King depuis plusieurs mois, situé au bon endroit, le temps de service et l'organisation est lamentable. 10 minutes pour des cafés et à plusieurs reprises. Seul les prix réellement abordable des cafés sont un point positif. Il serait temps de savoir réaliser plusieurs commandes à la fois !"
il y a 6 mois,Tout était parfait rien à dire
il y a 4 ans,"Dommage qu'à l'heure on nous sommes passé et avec le peu de monde, que l'organisation ne soit pas au top. Les menus ne sont même pas pris en même. Il a fallu demander à  remettre les sandwichs au chaud,  en attendant que les frites soient …"
il y a un an,"Service ne répond jamais au téléphone, oublié des sacs lors des commandes Uber eats, uber eats ne remboursant plus à cause d’une augmentation des fraudes sur leurs services on commande pour rien. Même les livreurs descendent ce Burger King est à fuir !"
il y a 7 mois,Rachel j’ai été très bien accueillir
il y a 5 ans,"Nous avons mangé avec deux autres membres de ma famille le 16 avril dans ce restaurant, et sommes deux à ne s'être toujours pas remises d'une intoxication alimentaire contractée à la suite du repas ! …"
il y a 5 ans,Restaurant Inadmissible ! Je suis vraiment déçu car c'est la première fois que je vais dans un Burger King et il m'a dégoûter je ne poserai plus jm un pied là-bas. …
il y a 7 mois,"Super endroit,vue magnifique en face du port"
il y a 9 mois,"Parfait Tata Mag trop sympathique, donnez lui une prime 🙏🏼😘 …"
il y a un an,"C'est très chaleureux
Et tata mag et très gentil et chaleureuses je la remercie pour sont acceuil"
il y a 9 mois,"Boisson tiède sans être prévenu.
Pas de serviettes dans le plateau."
il y a 3 ans,En étant livreur Uber eat je trouve que toute l'équipe de ce restaurant  et au top chaleureuse accueillante  attentionné bien velliante pour satisfaire la clientèle comme les différents livreurs …
il y a 5 mois,Accueil très agréable.
il y a un an,"L’accueil a été incroyable, une grande gentillesse surtout de la part de Tata mag !!"
il y a 11 mois,"Super restaurant , personnel très acceueillant , de plus la vue est superbe !"
il y a 8 mois,"Un des pire burger king que j'ai mangé
La viande était une semelle et les toilettes pas entrettenu"
il y a un an,Très bon accueil et le goût est toujours au rendez-vous. Merci Maguema
il y a 10 mois,C'est agréable en plus un personnel sympa comme Rachel 👍🏻👍🏻👍🏻👍🏻 …
il y a 8 mois,"Très agréable, le personnel est super
Rachel"
il y a 6 ans,"Je me suis rendue un jeudi soir à 19h30 avec mes enfants au Burger King du Vieux Port - Les toilettes étaient immondes (sans parler de l'odeur, nous n'avons pas pu les utiliser) et les poubelles pleines à craquer (impossible de vider son …"
il y a un an,"Tata Maguema est très gentille , respecte ses clients , très serviable cette dame est très jovial je vous recommande ce Burger King"
il y a 2 ans,"Superbe endroit, des gens charmants y travaillent, des gens charmants vont y manger, tellement charmants qu'en 10min de présence j'ai assisté à 3 embrouilles, dont une a cause d'un café. Si vous voulez vous divertir à toute heure de la journée, c'est l'endroit rêvé."
il y a 5 mois,"Personnels très agréable, propre avec un belle vue sur le vieux port !!
Je recommande."
il y a 2 ans,"J'y suis allée pendant mes vacances, j'ai commandé un sandwich avec du bacon la serveuse m'a ramené un burger rempli de sauce épicée alors que je déteste ça, quand je lui ai demandé de me le changer parce que elle s'était trompée, elle m'a …"
il y a 10 mois,"Commande servie rapidement, personnel accueillant, cuisine très bonne."
il y a 5 mois,Super équipe merci beaucoup
il y a 3 mois,Très bon bk
il y a 4 ans,Je trouve bon les repas mais ce qui me déplait c'est vraiment que c'est trop long l'attente je n'en tiens pas rigueur les personnes qui y travaillent peut-être un manque de personnel mais c'est vraiment dommage mes enfants qui adorent y …
il y a un an,"Serveurs très sympas, service très rapide et pourtant tous les aliments étaient bien chauds"
il y a 5 ans,"Pas top, le service était super lent avec des personnes sûrement débutantes enfin j'espère qui n'était pas du tout organiser. Les menus ont été pris à la bornes et nous avons attendu 35 min pour avoir notre commande avec des sandwichs tièdes bref pas Cool"
il y a un an,"Une seule personne prépare les commandes, on attends comme des animaux mais tout va bien. Allez une seule et dernière visite bonne chance a ces pauvres touristes"
il y a 10 mois,"très bonne accueil, plat chaud, et merci beaucoup à rachel!"
il y a un an,Preparation tres longue et pas bien organiser un peu force les 5 etoile quand tu dois le faire devant le personelle
il y a 6 ans,"Bien qu'il n'y avait pas d'attente pour passer sa commande et pour être servi ,quand j'ai goûté les steaks étaient à peine tiède,quand j'ai goûté les frites étaient juste à température,  j'ai donc manger rapidement mon Burger!Le temps que …"
il y a 2 ans,Une horreur !!! On nous a servis comme des animaux... On a acheté plus de 80 nuggets on nous a pas donné de sauces ... J'ai eu droit a deux sauces ketchup.. on a prit une dizaine de frites qui ont été jetés au fond du sac.... On a du tout …
il y a 8 mois,"Tata Mag très sympathique, c’était un plaisir."
il y a 7 mois,Excellent merci tata MAGUEMA pour l’accueil
il y a 7 mois,Coucou tata Mag!!Très bon service
il y a 9 mois,Très très très long pour un service rapide et coûteux mais très bon.
il y a 9 mois,Très bon et la serveuse Rachel très gentille et super chaleureuse.
il y a 10 mois,Merci à Rachel.tres sympa on a été bien servi tlm est sympa.merci
il y a 6 mois,Tata Mag et te trop gentille!
il y a 4 ans,Restaurant bien situé sur le vieux port. Il est victime de son succès. Beaucoup d'attente lors de notre passage et climatisation défaillante. Nous avons mangé en terrasse car l'air aux étages était irrespirable.
il y a 2 ans,"On demande un wrap au chèvre (seule option végétarienne). 30 min plus tard, quand on arrive chez nous on se rend compte que c'est un wrap au poulet.
Quel manque de respect !
Je déconseille vivement."
il y a un an,Belle vue même si un peu de monde
il y a un an,"39 minutes d’attente, une équipe dépassée par le monde, 2 personnes en cuisin et une hygiène douteuse sans parler du burger qui était déjà plus vendable quand il a été servi, honte au gérant mais bravo aux équipes qui faisaient de leur mieux."
il y a 4 mois,Tres bon restaurant !!
il y a 2 ans,"Mettre des étoiles sur de la malbouffe c'est toujours assez douloureux, mais ça rend service de temps en temps d'aller éponger sa 8ème pinte à BK en rentrant du pub. …"
il y a 9 mois,"Très bon, bon accueil avec une très bonne nourriture, un bon personnel
Rachel"
il y a 6 ans,"Emplacement de choix, vue imprenable sur les stars de Marseille : la cannebiere et son vieux port !  Le personnel est agréable mais vaut mieux arriver un peu avant ou après les heures de repas pour déguster agréablement les divers menus proposés ! Bon appétit !"
il y a un an,"Très accueillant ,je  te remercie d’etre a notre ecoute tata mag❤️❤️"
il y a un an,Il est très beau très propres on n’est bien accueilli par tata mag
il y a un an,Très bon accueil de la part de Maguema. Super agréable et serviable
il y a un an,"Superbe accueil de la part Maguema, nous reviendrons avec grand plaisir. Vive Marseille."
il y a 6 mois,J’aime bien la nourriture de tata mag
il y a un an,"Service rapide et au top, un moment très agréable. Un grand merci à Maguema pour son sourir !!! :)"
il y a un mois,Merci à tata Mag🙏 …
il y a 9 mois,"Les nouveau burger avec le chef SONT TROP BON
En plus le personnel est sympa :)"
il y a un an,"Super accueil
très bon rapport qualité prix
Équipe chaleureuse"
il y a un an,"Totale fausse note
Steak House simple au lieu d’un double
Wrap poulet au lieu de chèvre pour une végétarienne …"
il y a 10 mois,"Excellent burger king
Habitué à venir en groupe ou seul c'est génial
Allez y
Rachel est super !"
il y a 2 mois,Tata mag la meilleure
il y a 2 mois,Tata  Mag la meilleur
il y a 7 mois,"Une hôtesse parfaite
Merci Rachel pour ton service."
il y a 2 mois,Tata Mag la meilleure
il y a un an,"La nourriture est très bonne, mais les migrants qui viennent te casser les couilles pour que tu leurs donne une frite c’est non"
il y a 8 mois,"Le meilleur emplacement de Burger King à Marseille, et les burgers toujours aussi bon 👍 …"
il y a 10 mois,Très bien servie meilleures serveuse est tâta mag
il y a un an,"Très belle endroit avec une superbe vue sur le vieux port, personnel au top"
il y a un an,Vraiment sympa en face du vieux port de Marseille. Attentes un peu longue mais avec le monde qu'il y avait rien de bien méchant.
il y a 2 ans,c'est vraiment limite ma fille et moi avons aperçu un cafard sur le plan de travail ou il servent les colis à emporter en attente .quand nous nous sommes placés au 1er étage les toilettes plein de papier de l'eau partout une infection ..du laisser allez de la part de direction il faut se resesir .je ne pense pas y retourner bientôt 🤑🤑 …
il y a 8 mois,Je mange très peu de fois Burger King et ça ne me déçois jamais je recommande très fortement
il y a 9 mois,Service au top les plats aussi un sans faute (merci Rachel) 👌🏻 …
il y a 8 mois,Bonne expérience - Rachel est très sympathique et de très bonne aide❤️
il y a un an,"Très sympa et agréable en terrasse, la nourriture a été faite rapidement et comme un fastfood bon, bien que malheureusement sain ;("
il y a 2 ans,"Nourriture classique, en tout cas pour ce qui était présent à la carte, la moitié des produits étaient manquant tout comme l’hygiène des sanitaires."
il y a 2 ans,Reçu comme un malpropre alors que je débourse 11euros le restaurant est Sale et géré par des incompétents. A fuir . Mac Donald se trouve à 50 m plus loin
il y a 3 ans,"On a commandé 2 fois ce mois ci, et 2 catastrophes

1ère fois : tout est arrivé froid ( et Uber eats n’est pas responsable de tout …"
il y a un an,Pour un fast-food c'est pas très rapide... En plus mon burger était sec .
il y a 4 ans,"La propreté des toilettes laisse à désirer !!!
Surtout quand il faut changer un bébé les poubelles débordent lavabo bouché.
Ascenseur en panne escalier tournant assez dangereux pour les adultes et encore pire pour les enfants car glissant."
il y a un an,"Vue magnifique sur le vieux port...
Très bon accueil de l'hôtesse maguema.
Délicieux repas. …"
il y a 11 mois,Lieu parfait pour manger et personnel très accueillant et sympathique
il y a 2 ans,"C'est une honte : pas de verif pass sanitaire, pas de gel à dispo, salle dégueulasse, terrasse jonchée de détritus, tables pas nettoyées et brinquebalantes - je ne parle même pas du distributeur de boissons en panne...  vous n'êtes pas digne de votre emplacement"
il y a 8 mois,"A fuir...
Pas propre le maneger pas très sympathique et repas pas très bon..."
il y a un an,"Service très lent, pas assez de places,....dans un endroit pareil il faut prévoir le nombre important de clients"
il y a 2 ans,"Très déçu d’avoir reçu la commande de quelqu’un d’autre
Un menu enfant Sans jouet et sans fish !
Pour ma part je n’ai jamais reçu mon menu ni mon dessert très très déçu …"
il y a un an,Super écoutes du personnels et bonne année et quelle soit heureuse pour moi et la santé tata mag
il y a un an,"L'agent de sécurité très gentil contrairement aux caissières qui sont limitées en politesse. Mais bon, c'est comme ça."
il y a 6 mois,Tara mag la meilleur et la plus belle
il y a un an,Ascenseur ne fonctionnait pas... difficile d'avoir accès à l'étage avec des plateaux et des enfants en bas âge...
il y a un an,"Incroyable expérience culinaire. Nous avons été formidablement bien accueilli par Maguema, qui prend soin des plantes sur l’espace terrasse"
il y a un an,Très bonne expérience surtout avec le personnel qui s'occupe de l'accueil  !
il y a 2 ans,"Erreur dans ma commande. J'avais payé pour des king nugget je me retrouve avec autre chose qui n'a rien à voir. De plus une équipe pas très investi à mon passage vers 14h, la serveuse ne m'ayant pas appelé pour me prévenir que ma commande était prête..."
il y a 10 mois,"Service long, ça reste moyen en qualité pour le prix."
il y a 7 mois,Très bon accueil de la part de rachel
il y a un an,Très très très très très treeeeeees longue attente même quand il n’y a pas de monde dans la restaurant
il y a un an,"Tata Maguema est un amoureeee !!!
Merci à vous !!!! Un super endroit !! Super belle vu !
Je conseille !!"
il y a 4 mois,Personnel très agréable
il y a un an,"Bof!Je préfère et de loin manger chez Quick, plus rassasié que chez Burger King. En fait le King c'est Quick 😉 …"
il y a 4 ans,"Lieu non climatisé au rez de chaussée,  On attrape vite chaud en attendant au moins 13 minutes avant d être servi. Étage climatisé,  mais sale. Oubli du verre, et de la salade. Attente trop longue. Il était 16 heures."
il y a 5 ans,"Burger King assez grand, une terrasse et plusieurs étages ! Vous pouvez venir avec vos enfants au dernier étage il y a des jeux. Après ça reste un fast-foods mais c'est pas mauvais. Il y a des formules petites et grandes qui permet de …"
il y a 4 ans,"Pas super clean et pas de clim! En plein mois d'août... alors que l'on recherchait un lieu où se poser au frais, une chaleur insupportable à l'intérieur (comme s'il y avait le chauffage...), pour le personnel ce ne sont pas des conditions …"
il y a 4 ans,"J'ai trouvé les toilettes fermées, la pancarte disait: ""Nous vous informons que nos toilettes sont momentanément fermees"" mais la suite était :""Si vous connaissez un bon avocat,  n'hésitez pas à nous contacter."" L'accueil c'est zéro pointé.  A vous d'en juger."
il y a 2 mois,Tata Mag merci
il y a 8 mois,Les employés sont très aimable et serviable
il y a 3 ans,"Nous avons commander, aujourd’hui aux alentours de 17h30, seulement 3 produits dont 1 burger qui a été oublié 😏👍
Étant pressés, nous l’avons remarqué une fois arrivé chez nous, et bien entendu …"
il y a 11 mois,Maguema est accueillante agréable et très professionnelle. Merci beaucoup à elle.
il y a 11 mois,"Parfait, et la dame qui travaille est très belle😉 …"
il y a 2 ans,"Nourriture OK
Attente : beaucoup trop long pour un fast food
Propreté : faible. Je n'ai vu personne laver les tables entre les clients …"
il y a 5 mois,Excellent service de tata Mag
il y a un an,"J’ai beaucoup aimer l’acceille du manageur bilel et de son équipier Djibril , une trop bonne embiance et le service j’ai beaucoup aimer la personne à la sécurité"
il y a un an,Personnel au top accueil chaleureux m'ont aider à porter le plateau pour moi et mon fils on c'est régaler
il y a un an,"Tata Maguema nous a très bien accueilli, très bon restaurant , c’est top👍 je vous recommande …"
il y a 10 mois,"moment sympa et accueil agréable, un grand merci à Rachel!!"
il y a 11 mois,"maguema grosse dédicace elle est trop sympa , hygiène parfaite , allez le tef"
il y a 6 mois,Super expérience pour une première à Marseille
il y a un an,Parfait vraiment très bon le meilleur burger King de Marseille. tata mag très gentille la meilleure employée du fast food !!
il y a un an,"Déjeuner extérieur très sympa, accueil hyper agréable,  grand sourire, joie et humour grace à Maguema, une jeune femme du staff, on reviendra avec plaisir"
il y a un an,"Le meilleurs Burger King d'Europe avec le meilleur gérant de tous.
Jamais été  aussi biens servie dans un Burger King. Grosse force de la part des Bruxellois.✨️✨️"
il y a un an,Très bon accueil de la part de Maguema! Elle est très attentionnée et à l’écoute de nos besoins!!
il y a un an,"Tres bon accueil et restaurant propre
Personnel agréable"
il y a un an,"Le wrap très bon mais mal emballé, comme si ça été préparé trop rapidement...! Attention."
il y a un an,j'ai utilisé la borne et j'ai enlever les tranche de fromage résultat je reçois un burger au fromage alors que je suis vegetalien c'est pas que j'aime pas le fromage c'est que c'est de la souffrance animale derrière tout sa
il y a un an,Délicieux le personnel le plus gentil un gros bisous a tata mag !! Meilleur experience dans un burger king
il y a 9 mois,Super accueil au Burger King surtout avec l’équipière Rachel
il y a 3 ans,Repas très bon malgré l'attente insupportable cause par nessrine qui ne sait absolument pas occupé de nous et surtout qui c'est moque de nous car nous ne comprenions pas le chiffre écris sur notre ticket alors que le chiffre avais …
il y a 2 ans,"les 5 étoiles sont pour le vigile à l'entrée qui garde le sourire et son calme et ce malgré des clients irrespectueux, insupportables, menaçants et parfois même violents. …"
il y a 8 mois,Ce Burger King est bon ! Bon service et bonne ambiance ! Rachel
il y a 7 mois,"Rachel c’était vraiment gentille, merci pour tout 🫶🏼 …"
il y a 5 ans,"Dommage qu’il n’y ait pas de 0 possible.

Le lieu est degueulasse, les toilettes sont inutilisables, le sol est collant au …"
il y a 5 mois,Le fanta est genre iconique 🙈🙈🙈 …
il y a un an,Maguema. M a bien servie.  Et je suis satisfait de votre service
il y a 6 ans,"Service lent, 20min pour avoir 2 eggburger. Amabilité nulle, et aucunes toilettes fonctionnelles malgré un nombre de touristes important. Chauffage réglé très fort dans les étages, obligés de se mettre en t shirt pour manger.
Point fort : ascenseur fonctionnel !"
il y a 5 ans,"Concernant l'accueil, le personnel rencontré n'était franchement pas sympathique. Ensuite, le fast food est absolument dégueulasse autant au niveau de la salle que derrière le comptoir et les toilettes. A vrai dire, on sait finalement plus …"
il y a un mois,Bonne ambiance
il y a 2 ans,"Drôle (enfin non) d’expérience aujourd’hui. Il s’avère que grâce à Burger King, j’ai eu l’incommensurable joie de regoûter à la viande après 6 ans de végétarisme, un grand merci de réussir à mettre du poulet dans un wrap veggie.
PS :  et en plus, c’était degueulasse"
il y a 11 mois,Les vendeuses pas au top mais Tata Mag est géniale !!
il y a un an,"Bel accueil, très beau cadre, produits de qualité, beau restaurant et serveur sympathique"
il y a 4 ans,"Burger King Vieux-Port
Détestable!  Etablissement sale.
Le sol est jonché des restes de nourriture, les tables non débarrassées et …"
il y a 4 ans,"Pire Burger King que je n’ai jamais fait! Ascenseur en panne (pratique avec enfant et poussette), plus de boissons zéro ou light, table absolument dégoûtante, peu climatisé, seul point positif: le personnel est très sympa et serviable! …"
il y a 10 mois,"Trop bon service, Rachel est super serviable et adorable. ❤️"
il y a un an,"Très bon accueil, service rapide, produits frais,
Je recommande 👌🏽
Maguema Merci pour votre sourire 😀 …"
il y a un an,"Incroyable le berger king avec tata mag, merci pour votre gentillesse et votre sourire je reviendrai ❤️❤️"
il y a 9 mois,"Super service, tata mag très gentille"
il y a un an,Très bien situé sur le vieux port personnellement j'enlèverais les panneaux publicitaires qui empêche d'admirer le port depuis les manges debout
il y a un an,"Incroyable maguema t’es le sang force à toi
Le service est impeccable Maguema est très professionnel et est très sympathique."
il y a un an,"Accueil parfait
Tout était impeccable
Un grand merci à Maguema qui nous a beaucoup aidé"
il y a un an,Tâta mag est très gentil 20/20 pour le service femme adorable la meilleure
il y a un an,Le BK du vieux port est super cool ! Un grand merci à Fatou et Kadidja pour leur accueil ! LA CB 72 !!!
il y a 5 ans,"Burger King très bien placé, très peu d attente comparé au mac do qui se trouvent juste à coté. Beaucoup de places à la fois en extérieur et en intérieur aux étages et les personnes qui s occupent des caisses sont vraiment aimables ce qui est vraiment plaisant."
il y a un an,"Très gentille Maguema qui accueille chaleureusement, très bon contact avec les clients 🫶🏾🫶🏾 …"
il y a 10 mois,Enorme expérience avec Maguema cette dame merite tout l'amour du monde
il y a un an,"Bien situé à proximité immédiate du vieux port et de la Canebière.
Temps d'attente énorme du jamais vu."
il y a 9 mois,"Très bon service et très bon plat !
Merci à Rachel"
il y a un an,"Super accueil, bonne humeur merci à Mag super sympa"
il y a 5 jours,Tâta mag la boss
il y a un an,"Accueil incroyable, il faut y aller
Big up Mag"
il y a un an,"Maguema est géniale, une superbe équipière chez Burger King! La salade chicken bowl est très bonne"
il y a 6 mois,Tâta mag au top service excellent
il y a un an,"Super expérience au Burger King du vieux port, service de qualité et rapidité ! L'hôtesse maguema très serviable et sympathique"
il y a un an,"Ça reste un fast-food, sinon le service était beaucoup plus rapide que le McDo , je m'y attendais pas."
il y a un an,"Maguema incroyablement gentille,elle fait partie de notre famille maintenant, bienvenue a la KP"
il y a 5 ans,"D'un strict point de vue restauration, rien à dire. Commande exécutée assez rapidement, rien ne manque sur le plateau, sourire de l'employée.
Pour ce qui est de l'agencement des lieux c'est pour le moins imparfait : …"
il y a 5 ans,Face au port de Marseille très agréable. ...Le personnel très gentil
il y a 8 mois,j'ai été très bien servi !
il y a un an,Personnel très sympa. Maguema est une personne agréable et souriante.
il y a un an,Super sympathique surtout madame maguema au top je vous conseille d'y aller 😁😁😁 …
il y a un an,"Super expérience au Burger King du Vieux Port nous avons passé très bon moment , notamment avec Maguema l’ hotesse qui est très agréable et souriante, je reviendrai avec grand plaisir !!"
il y a 3 ans,"Vu les commentaires postés je ne suis pas du genre à laisser des commentaires négatifs mais ma copine a fait une intoxication alimentaire suite à un bref passage à ce fast food, le médecin a approuvé suite aux symptômes. Bizarre et repas servi froid."
il y a un an,"Votre employé nommé Ali a géré ma commande, merci pour votre accueil toujours avec le sourire😌 …"
il y a 6 ans,"Service rapide ! Les menus burgers sont très bons , les salades avec leur assaisonnement  appréciables. L'endroit est propre , bien entretenu!!!  Très bien situé  nous avons une vue sur le Vieux port !!  On peut y accéder grâce au métro, desservi par les transports en communs"
il y a un an,Je suis touriste à l instant je viens de prendre une commande chez vous et qu elle prise en charge .je suis rentrée avec mes enfants.il manquait un menu entier et une partie sur l autre menu résultats des enfants qui pleurent .Je ne vous remercie pas .Nul
il y a 7 mois,Très bonne accueille ❤️‍🔥Tata Mag …
il y a un an,Ouverture du restaurant avec plus 15min de retard. Un cafard se baladait librement dans le restaurant. Comment vous coupez l’apéro🤢🤮 …
il y a 4 ans,"Seul le brun avec les cheveux  boucler manager fait son travaille correctement en revanche la fille manager ai cheveux noir est pas agréable du tout, forcer de travailler ici limite, c'est mieux elle se trouve un autre travaille!"
il y a 5 ans,"Délais super long !!!!
45min avant de pouvoir prendre une commande .. ok 🤔 en tout 1h15 pour du à emporter car impossible de manger sur place à se moment vraiment dommage !
A souligné l’hôtesse qui était agréable malgré tout . …"
il y a 7 mois,Bonne ambiance avec Tata Mag
il y a 8 mois,"Salle à l étage avec vue sur le vieux port.
Attente assez longue"
il y a 7 mois,"Lieu sale... très sale par terre
La climatisation souffle du chaud"
il y a 2 ans,Service un peu long et propreté à revoir. Les  toilettes ce situe a l'etage et l'assenceur pour y accéder est en panne ils sont donc inaccessible pour les personnes handicapées.
il y a un an,Le service était incroyable. Magema je t’aime ❤️.
il y a 2 ans,"rien a dire sur la nourriture sauf la femme qui gère la caisse (celle le 22/03 a 13h et de tte façon c’est toujours la même) très desegreable, elle manque de respect au clients, leur cri dessu a tout va et ce n’est pas la premiere fois, elle a refuser de me donner son prenom comme si elle etais rechercher"
il y a 4 ans,"Lieu assez cosy, trop longue queues, les services à table devraient être fait comme il y a pas un bon services, le gobelet étant pas pratique car en carton mais ouvert donc pas sécurisé, sinon la qualité n'est pas parfaite mm pour un fastfood"
il y a un an,"Bon accueille , le restaurant et très propres , je suis satisfaite de la nourriture"
il y a 5 ans,"Malgré un souci en cuisine et du retard pour les commandes, la vendeuse est restée sympa et professionnelle, et à offert des frites supplémentaires en dédommagement. Les sandwich sont très bons. Seul gros souci : des toilettes de petite taille."
il y a 4 ans,Très bon acceuil mais la climatisation ne fonctionne pas ( un des employés m'a dit que cela durait depuis 2 ans) et machine à glaçons en panne! 🙄. Sinon bel emplacement face au vieux port. …
il y a 4 ans,"Je donne un parceque ya pas la choix. Sinon ce serait 0. On reçoit pas la commande que l'ont demande. On paie plus cher que ce que l'on devrait, pas de tiquet de caisse. Très mal accueillit et loin d'être aimable."
il y a 4 ans,"Emplacement fabuleux.
Service rapide et chaleureux.
Dommage que les prestations ne soient pas au niveau. …"
il y a 4 ans,"Resto pas propre du tout,les toilettes à éviter, si vous êtes en terrasse par beau temps vous êtes harcelé par la mendicité de la rue,malgré l homme de sécurité qui ne dit rien. …"
il y a un an,Tata Mag tres gentille est super accueillante    Coeur sur elle
il y a 6 mois,"très bon , rachel très gentille !!"
il y a un an,Tâta mag super accueillante souriante et  au petit soin pour les clients
il y a un an,"Très bonne accueil, personnels très sympathiques… et le meilleur point une vue MAGNIFIQUE!!! (Maguema hôtesse)"
il y a un an,"Merci à Mag qui a été très accueillante, c’était un plaisir"
il y a 8 mois,Tata mag la meilleure chez BK du vieux port ! Un amour !!!!
